Acc_BBAN,Acc_IBAN,Account_Opened_Date,Balance,Customer_Id,Deposit_Type,Maturity_Amt,Principal_Amt,Status,Tenure
OYZF09820995271918,GB04QXGY63715518595548,21-02-1970,$98.65 ,109716,Fixed Deposit,$4.45 ,$88.99 ,Pre-Matured,1-year
ZGOQ84759200234496,GB73ARQT69130824019452,3/10/1981,"$22,306.24 ",10835,Recurring Deposit,$43.50 ,$869.92 ,Pre-Matured,3-years
HMVX19423964530721,GB39JQUA44155096988098,23-01-2024,"$48,453.07 ",77801,Fixed Deposit,$48.82 ,$976.33 ,Pre-Matured,3-years
ZMGV47255945544442,GB14CDLZ84607547102036,23-10-1981,$31.72 ,147580,Fixed Deposit,$0.20 ,$3.92 ,Pre-Matured,4-years
VGUL58829978663134,GB09ANWQ56803688026437,9/4/1983,$14.19 ,12853,Recurring Deposit,"$3,030.10 ","$60,601.90 ",Loan against TD,5-years
JGTP06991996236729,GB67PHDL60987703701615,7/6/2012,$3.61 ,3832,Fixed Deposit,$0.03 ,$0.50 ,Pre-Matured,5-years
YEWV78087802062559,GB23SCBF88512173437740,13-03-2023,$107.33 ,157057,Fixed Deposit,$13.27 ,$265.47 ,Loan against TD,5-years
JYWM43142588001754,GB90JYJR06343251752726,22-06-2012,$3.06 ,530,Recurring Deposit,"$3,866.90 ","$77,337.92 ",Matured,4-years
IIJB14266941003537,GB35RVVI41985540130827,13-08-1996,$0.39 ,530,Recurring Deposit,$193.33 ,"$3,866.54 ",Pre-Matured,3-years
LWBK06716230349831,GB57AKCZ01044917200102,3/11/1986,$63.36 ,127894,Fixed Deposit,$0.03 ,$0.69 ,Pre-Matured,2-years
GGSY15802854657025,GB80EHOG94107771521250,19-02-1971,"$5,309.28 ",127894,Recurring Deposit,$0.35 ,$6.99 ,Pre-Matured,3-years
ICYZ57276869076527,GB31BRBD27808931219620,20-09-2007,$432.56 ,105568,Recurring Deposit,$120.80 ,"$2,416.01 ",Pre-Matured,1-year
AUHC94832022698302,GB54LKZF26594288752897,4/7/1973,$5.51 ,105568,Recurring Deposit,$8.87 ,$177.33 ,Loan against TD,3-years
VWLT05509364318293,GB59HTRS98334403370314,21-12-1973,$121.68 ,16996,Fixed Deposit,$38.08 ,$761.55 ,Pre-Matured,5-years
FMOT15400172463578,GB83LOLQ35712189167254,1/4/1990,$383.69 ,16996,Fixed Deposit,"$2,388.35 ","$47,766.98 ",Pre-Matured,1-year
UNWJ80235483799619,GB38UYXR09734549463945,29-04-2002,$0.12 ,12899,Fixed Deposit,$104.53 ,"$2,090.62 ",Loan against TD,4-years
CUOH07013195020933,GB29ZWWG36185001531403,16-08-1980,$44.53 ,194575,Fixed Deposit,$15.01 ,$300.28 ,Matured,3-years
ERQZ39574724644287,GB91BKTK76065188808890,19-12-1986,$655.22 ,194575,Recurring Deposit,$7.33 ,$146.55 ,Matured,1-year
QMMU60300463033426,GB46OEBF62275466959292,4/8/2024,$6.16 ,62872,Recurring Deposit,$3.09 ,$61.80 ,Matured,5-years
XCTR33827381619933,GB22OFBI08311812121969,21-11-2002,"$37,181.20 ",62872,Fixed Deposit,$350.38 ,"$7,007.55 ",Pre-Matured,2-years
NCJC65526939352981,GB58WCNY99687917577550,30-06-2012,"$17,627.09 ",97742,Recurring Deposit,$0.05 ,$1.05 ,Loan against TD,3-years
URJJ25548320708916,GB19SWEX27200792578113,7/1/2012,$8.32 ,97742,Fixed Deposit,$4.86 ,$97.13 ,Loan against TD,2-years
XISZ54779943501441,GB54GRXF39648980653993,29-12-2024,$83.84 ,131632,Recurring Deposit,$0.26 ,$5.19 ,Matured,1-year
VLNF75537548397512,GB23CVCS65239396233006,24-09-1983,$8.50 ,131632,Recurring Deposit,$40.68 ,$813.50 ,Loan against TD,3-years
XQUA01288795687959,GB55AUXG57569695447943,22-03-1993,$72.19 ,105009,Recurring Deposit,$35.90 ,$717.91 ,Matured,3-years
ZFTP35982371784861,GB40GGFF54224908666906,23-06-1979,$360.80 ,125966,Fixed Deposit,$4.66 ,$93.23 ,Loan against TD,1-year
PISS59230759297417,GB65KKCF08811703875516,16-03-1973,"$41,875.14 ",147437,Recurring Deposit,$0.17 ,$3.43 ,Pre-Matured,4-years
BNCP92272066830046,GB59HFDG44031646930077,28-11-1974,$95.48 ,147437,Recurring Deposit,$28.77 ,$575.48 ,Loan against TD,1-year
LAWN81208729079031,GB56XHWH36858914776685,12/3/1997,"$30,809.31 ",26640,Fixed Deposit,$22.26 ,$445.12 ,Matured,4-years
BZUM31054355065936,GB80GRZG95410127790699,16-10-1991,$41.59 ,26640,Recurring Deposit,$311.28 ,"$6,225.50 ",Pre-Matured,2-years
JYKG81527982902511,GB94FVFA28675003751095,5/5/1997,$9.19 ,151601,Recurring Deposit,$0.45 ,$9.03 ,Matured,5-years
YCIO20884430864691,GB86LXIO43271802039410,30-08-1999,$36.62 ,151601,Recurring Deposit,"$2,762.74 ","$55,254.87 ",Loan against TD,1-year
UQVJ03655183095416,GB76LHYZ73587892673113,3/12/1975,$254.15 ,105738,Recurring Deposit,$2.33 ,$46.56 ,Loan against TD,3-years
ZHDT96857360448390,GB96JSOF84934129909997,30-05-1988,$907.50 ,105738,Fixed Deposit,$3.00 ,$59.90 ,Pre-Matured,5-years
NKUR20813278376917,GB06YJUI30502475935328,12/7/1988,"$7,128.89 ",127903,Recurring Deposit,$0.11 ,$2.11 ,Pre-Matured,3-years
MVBN71220603679166,GB06HORZ14625238475833,22-12-1988,"$4,477.90 ",115742,Fixed Deposit,$0.46 ,$9.20 ,Matured,4-years
NBBS08749504319039,GB72JXYX25530779353288,4/11/1976,"$13,814.28 ",9319,Recurring Deposit,$8.30 ,$166.06 ,Loan against TD,3-years
UNOZ33592984793519,GB62CPFT89519364450014,25-07-2023,$59.55 ,9319,Fixed Deposit,$46.06 ,$921.13 ,Matured,5-years
IBGM12357041183917,GB10KLYG47334382878341,23-11-2001,$934.58 ,60276,Fixed Deposit,$10.33 ,$206.53 ,Loan against TD,5-years
QQUK10736001159544,GB61NCTA04320506533561,22-01-1997,"$8,921.11 ",146521,Recurring Deposit,"$2,612.04 ","$52,240.87 ",Loan against TD,5-years
EHVI34571742107671,GB40BXVS77414390255293,29-10-2022,$8.94 ,121924,Recurring Deposit,$90.28 ,"$1,805.63 ",Matured,4-years
TIXB69043609433312,GB13GCOP91298728794515,21-01-1980,$5.19 ,121924,Fixed Deposit,"$3,223.93 ","$64,478.69 ",Matured,5-years
MOYE85049376707224,GB96ITJS44181251264416,27-06-2018,"$9,163.32 ",135941,Fixed Deposit,$0.81 ,$16.10 ,Matured,2-years
FZTC12525104334343,GB48TUQE80529563038843,1/6/2022,"$26,529.48 ",135941,Fixed Deposit,$188.78 ,"$3,775.52 ",Loan against TD,1-year
VBAX13923138193425,GB65AWSH20333124109868,14-06-1981,$8.10 ,71596,Recurring Deposit,$4.24 ,$84.89 ,Loan against TD,2-years
CNLN39307128896963,GB32DNUF32556230730094,24-09-2019,$73.07 ,71596,Recurring Deposit,$0.09 ,$1.83 ,Matured,2-years
VVRF09758440196433,GB57TTBK13987407063867,15-03-2011,$92.35 ,150630,Recurring Deposit,$3.72 ,$74.30 ,Matured,4-years
DODO97447500223178,GB11THZG24581303751692,9/3/1991,$3.63 ,155458,Fixed Deposit,$2.81 ,$56.10 ,Matured,4-years
QUBP86881209215711,GB94RKGV68652491519513,19-01-2018,"$97,952.63 ",155458,Fixed Deposit,$0.33 ,$6.62 ,Loan against TD,5-years
IXDM41845593638220,GB54HWFE57853961093902,25-02-1989,$17.74 ,194375,Recurring Deposit,$0.03 ,$0.60 ,Loan against TD,4-years
IPAW13937978543997,GB24DEWO99754235249868,18-06-1985,$4.09 ,162912,Recurring Deposit,$0.40 ,$7.92 ,Matured,3-years
ZZQD97672155289415,GB43EENV95333235234278,8/9/1976,$794.76 ,66730,Recurring Deposit,"$1,016.16 ","$20,323.22 ",Pre-Matured,5-years
PQLH34708985561579,GB14ZISS07395616941401,14-05-2008,$821.35 ,144999,Fixed Deposit,"$2,222.32 ","$44,446.45 ",Pre-Matured,2-years
ZMVM29676737172568,GB41TJIO46620390157457,27-06-2007,$38.15 ,182072,Recurring Deposit,$498.82 ,"$9,976.33 ",Pre-Matured,1-year
ULEE37693014984373,GB42LCQP79742051437611,11/8/2021,$55.20 ,182072,Fixed Deposit,"$1,175.33 ","$23,506.63 ",Loan against TD,4-years
YLYD32434888333645,GB22ZXVI03426760540734,11/12/2008,$452.47 ,116955,Fixed Deposit,"$2,975.16 ","$59,503.25 ",Matured,3-years
PXED95468848717002,GB08HIMT39973870824046,11/11/2007,$35.54 ,1131,Fixed Deposit,$27.22 ,$544.47 ,Pre-Matured,1-year
HEDU35605230921626,GB41QVJM49961478619287,17-11-2004,$707.97 ,152960,Recurring Deposit,$381.12 ,"$7,622.40 ",Matured,2-years
ZAXJ72996397641755,GB17GORS64512988886202,22-12-1970,"$55,346.74 ",152960,Recurring Deposit,$101.22 ,"$2,024.41 ",Pre-Matured,2-years
WIFN63356231195744,GB11KOAJ95171913043205,7/3/1976,$51.97 ,159186,Fixed Deposit,$4.06 ,$81.18 ,Matured,4-years
YGTK08655550740625,GB90ZHXP06989405069982,6/2/2020,$9.08 ,178604,Fixed Deposit,"$1,555.90 ","$31,117.98 ",Loan against TD,1-year
WSYC12861598552594,GB43SFYS36398911834865,25-07-1981,$536.01 ,21941,Recurring Deposit,"$4,961.51 ","$99,230.16 ",Pre-Matured,4-years
WZCB89147215778463,GB55NERI50343912635935,29-03-2000,$609.03 ,21941,Fixed Deposit,$449.99 ,"$8,999.73 ",Pre-Matured,2-years
GGVJ09244972462698,GB59UDOP26308699806551,4/12/1974,"$8,203.25 ",125996,Recurring Deposit,$0.42 ,$8.39 ,Pre-Matured,5-years
CSAS30885880118921,GB04NTWS96355537402408,28-05-1983,"$70,316.99 ",169814,Fixed Deposit,$0.04 ,$0.78 ,Loan against TD,2-years
BIYK07275642911689,GB78MTYE24767019223567,22-08-2023,"$40,523.50 ",92640,Recurring Deposit,$0.12 ,$2.37 ,Loan against TD,5-years
LOMN96621532987760,GB53PRZX09951046963960,19-02-1991,"$73,360.24 ",70445,Fixed Deposit,$0.49 ,$9.87 ,Loan against TD,1-year
GLJE90710997331908,GB43ZOMK70626688416130,30-06-2026,$69.94 ,70445,Recurring Deposit,$66.25 ,"$1,325.07 ",Matured,3-years
ISAK35164130922508,GB64ISQZ07117880080211,31-05-2014,"$85,871.31 ",109755,Recurring Deposit,$121.56 ,"$2,431.16 ",Pre-Matured,3-years
XJHF81044110561165,GB07CTIK05133945455292,26-05-2016,"$60,301.56 ",20173,Recurring Deposit,"$3,116.94 ","$62,338.88 ",Loan against TD,3-years
AREQ34473841292716,GB82QGKS21522164585526,3/1/2007,"$13,074.61 ",20173,Recurring Deposit,$3.99 ,$79.81 ,Matured,2-years
CGYM76931165935347,GB85CLCQ84489020690555,26-04-1984,"$1,306.28 ",1598,Fixed Deposit,$0.25 ,$5.02 ,Loan against TD,3-years
WMSQ95762645115341,GB26OLLY41544802195662,6/4/2004,$2.41 ,44395,Recurring Deposit,$2.98 ,$59.69 ,Loan against TD,3-years
NADF39148913071334,GB80DFPL97650371836275,11/2/2008,$78.08 ,44395,Fixed Deposit,$384.24 ,"$7,684.77 ",Matured,3-years
RLTY55512664381061,GB28LOWC85696534614291,22-11-2019,$779.18 ,8626,Recurring Deposit,"$1,952.17 ","$39,043.46 ",Pre-Matured,1-year
CLBB50160355471894,GB73XAUU93829298620582,11/2/2016,$920.94 ,194451,Fixed Deposit,$0.00 ,$0.01 ,Loan against TD,5-years
QDKB65255628670002,GB20TOST27208108441656,18-03-2015,$8.61 ,195574,Fixed Deposit,$34.04 ,$680.74 ,Pre-Matured,3-years
DJBT06063126967824,GB17QHMD02673079857377,12/9/2020,$9.59 ,195574,Recurring Deposit,"$2,116.82 ","$42,336.47 ",Loan against TD,2-years
BBBJ45937133064927,GB17ZJGG82484809373968,2/2/2003,$56.70 ,178743,Recurring Deposit,$0.24 ,$4.78 ,Matured,5-years
IWAF53007200646918,GB16GKVZ11805640014653,5/1/1975,$77.59 ,178743,Fixed Deposit,"$4,031.07 ","$80,621.43 ",Matured,4-years
IBHD35510117309553,GB59TCHM98708469184828,24-12-1998,"$7,772.56 ",168866,Fixed Deposit,$4.67 ,$93.37 ,Matured,2-years
PAHV35197480268320,GB27SGGQ05780672287616,8/7/1987,$57.33 ,54173,Recurring Deposit,$3.00 ,$60.03 ,Matured,3-years
CYKX65308116409629,GB75RCCQ26313054794631,16-07-1974,"$15,819.09 ",166859,Recurring Deposit,$0.25 ,$4.96 ,Pre-Matured,3-years
YSPG23129661669843,GB75DKRL14937603913940,12/11/1979,"$4,268.59 ",166859,Recurring Deposit,$300.11 ,"$6,002.23 ",Matured,5-years
TYRY39317102755517,GB05TMEX63209670256875,12/11/1977,"$57,788.14 ",170050,Recurring Deposit,$1.85 ,$36.95 ,Loan against TD,5-years
YMZR71524778364259,GB87FWIW51693322234811,25-05-1988,"$3,414.84 ",171196,Recurring Deposit,"$3,879.38 ","$77,587.63 ",Loan against TD,2-years
TCBG29316343443729,GB10XKIG02348094449195,9/2/2008,"$7,288.90 ",188627,Recurring Deposit,$337.25 ,"$6,745.06 ",Loan against TD,5-years
JRKJ89073383773399,GB02GQYS90111547002763,2/12/2016,$9.07 ,188627,Recurring Deposit,$266.34 ,"$5,326.73 ",Loan against TD,1-year
JPSS89292235857962,GB37NTSD24456738899280,13-06-1987,$41.56 ,125926,Fixed Deposit,"$4,112.41 ","$82,248.24 ",Pre-Matured,2-years
UXVL63131714171521,GB56KPQU60026308488703,4/1/2007,"$7,733.18 ",125926,Fixed Deposit,"$1,691.81 ","$33,836.18 ",Loan against TD,1-year
MZUL66822252715904,GB18THXQ37143418195332,1/3/1999,$8.16 ,103958,Fixed Deposit,$0.20 ,$3.95 ,Loan against TD,4-years
RWJV62125467368851,GB08YFAL94913175151655,13-08-1984,$631.48 ,106727,Recurring Deposit,$16.86 ,$337.10 ,Matured,4-years
HKDA29787196991108,GB31WGQE92960949761012,3/10/1981,$0.58 ,106727,Fixed Deposit,"$1,030.57 ","$20,611.36 ",Matured,1-year
SQAX37249160386788,GB98DVEH84296142776399,29-08-1996,"$65,002.60 ",80869,Recurring Deposit,$137.48 ,"$2,749.67 ",Loan against TD,1-year
DSKQ44732965222209,GB31DRZR29878103246238,4/1/1994,$5.49 ,42215,Fixed Deposit,$0.20 ,$4.03 ,Loan against TD,5-years
RYKK96731097966208,GB05KVTZ53107327509290,16-01-1995,"$4,298.68 ",65164,Fixed Deposit,$0.25 ,$5.01 ,Loan against TD,2-years
ULDU99889782124724,GB25YEVP85108787433402,19-12-1988,$7.38 ,65164,Fixed Deposit,$39.35 ,$786.92 ,Loan against TD,1-year
RDGU18620188267866,GB04BLWJ44496415943147,9/11/2025,$9.93 ,130956,Fixed Deposit,$2.04 ,$40.73 ,Pre-Matured,5-years
ULMS49800176954485,GB15ONDB03672933621603,31-12-2019,"$8,846.55 ",119355,Recurring Deposit,$992.36 ,"$19,847.24 ",Pre-Matured,5-years
QEOO31027839793501,GB50TNYM73152706536018,28-10-1993,$53.86 ,151760,Fixed Deposit,$2.03 ,$40.59 ,Loan against TD,4-years
GQFJ79809651502567,GB12AHTF65490398948778,17-03-1970,"$8,770.18 ",107930,Recurring Deposit,$0.52 ,$10.48 ,Pre-Matured,5-years
CPQA24487367957204,GB33OXJA48668209398981,17-01-2017,"$57,657.95 ",165241,Fixed Deposit,"$4,518.33 ","$90,366.51 ",Loan against TD,1-year
LERU54818494407819,GB22GOTJ96991662608400,19-09-2019,$561.57 ,165241,Fixed Deposit,"$1,666.56 ","$33,331.27 ",Matured,5-years
OGUQ72198288734888,GB40IUIU34873448171566,29-07-1974,$0.50 ,24239,Fixed Deposit,$3.15 ,$62.97 ,Loan against TD,2-years
GEMM00889255743303,GB54KFOM67683824041889,30-04-2013,"$8,502.43 ",38744,Fixed Deposit,$4.98 ,$99.65 ,Loan against TD,3-years
SOXT27890786202925,GB19LNZR97133651396435,13-04-1993,$61.34 ,38744,Fixed Deposit,"$2,746.17 ","$54,923.40 ",Pre-Matured,3-years
PKOR49094069464598,GB83GUPN47112241650410,3/12/2000,$950.99 ,95596,Recurring Deposit,$388.10 ,"$7,761.91 ",Matured,2-years
SXHH93432021420656,GB56JFMI57112409059025,28-09-2022,"$74,471.86 ",39969,Recurring Deposit,$1.15 ,$23.07 ,Pre-Matured,2-years
ZJHN79410658532675,GB20PTAH41804109540119,26-04-1990,"$99,877.00 ",181514,Recurring Deposit,$4.56 ,$91.14 ,Matured,2-years
GREK32509785302085,GB63FTTF37879521089320,26-06-2019,"$14,216.29 ",181514,Recurring Deposit,"$2,725.72 ","$54,514.30 ",Loan against TD,2-years
QGRI71327978769090,GB60WWQI95361460638528,15-04-2013,"$5,015.94 ",3785,Fixed Deposit,$8.65 ,$173.05 ,Matured,2-years
ZWFC69267868734724,GB47XYSS38463988464194,26-10-1996,"$7,596.61 ",17997,Fixed Deposit,$2.30 ,$45.94 ,Pre-Matured,2-years
JRSI80340200225343,GB42CGSV94768923636168,12/6/2003,$832.65 ,17997,Recurring Deposit,$230.17 ,"$4,603.48 ",Loan against TD,5-years
FFYO26852502292137,GB85RSNC26262504402043,19-01-2007,$6.16 ,68389,Recurring Deposit,$80.03 ,"$1,600.62 ",Matured,2-years
FQPC12049269490677,GB98LOXY75425377129504,21-10-2011,"$66,213.98 ",40998,Fixed Deposit,$0.01 ,$0.10 ,Matured,2-years
KRQE03694410725464,GB75TQAQ94615562189411,3/2/2003,$7.74 ,168837,Recurring Deposit,$0.28 ,$5.67 ,Loan against TD,4-years
DITM39390983648215,GB55IIFT17772542637330,25-12-2005,$92.33 ,3651,Recurring Deposit,$1.33 ,$26.65 ,Pre-Matured,1-year
RJUF80172574298245,GB26XUTV78419514450908,18-10-1995,$70.25 ,75131,Fixed Deposit,"$2,476.34 ","$49,526.71 ",Matured,2-years
VYHQ59720099371922,GB19ZPPI64573821628207,29-08-2013,$306.52 ,12758,Fixed Deposit,$46.02 ,$920.34 ,Matured,1-year
UPLX93208974381780,GB72UZAL15223696104546,16-12-1970,"$6,442.90 ",12758,Recurring Deposit,$364.02 ,"$7,280.49 ",Loan against TD,4-years
GDWG24548741192576,GB13GGRS62078818986069,8/12/1992,$221.10 ,23964,Recurring Deposit,$0.31 ,$6.13 ,Loan against TD,5-years
RWUT01160453957273,GB45QPBD40367411904786,24-08-1973,"$2,744.11 ",23964,Fixed Deposit,$149.53 ,"$2,990.58 ",Matured,1-year
QNGG57406769671063,GB20NZKQ87480063393004,1/7/1991,"$3,094.34 ",116140,Recurring Deposit,"$2,940.02 ","$58,800.36 ",Matured,5-years
LBKX11856383020537,GB39UPOP94527871153451,13-08-2014,"$1,925.74 ",86600,Recurring Deposit,$116.39 ,"$2,327.73 ",Pre-Matured,5-years
VHBY18416616359859,GB56TDWG74294328441690,13-07-2024,$1.06 ,138998,Recurring Deposit,"$2,644.18 ","$52,883.52 ",Matured,5-years
EMEE39592815214752,GB11ODCE30701432943477,4/7/1986,$279.18 ,23878,Recurring Deposit,$18.12 ,$362.47 ,Matured,5-years
PXQH22609083327912,GB97JHJR67588685762831,31-03-2020,$7.32 ,23878,Fixed Deposit,"$1,807.12 ","$36,142.30 ",Matured,2-years
FPEO97224405336188,GB49SXYF42368118664400,27-03-1983,$760.29 ,173478,Fixed Deposit,$379.65 ,"$7,593.07 ",Loan against TD,1-year
PYLZ66132425567729,GB85SZRJ50486692235516,9/8/2021,$68.80 ,114633,Recurring Deposit,$29.29 ,$585.81 ,Loan against TD,2-years
QRQY48236444577948,GB77FXJI38680395549662,8/2/1987,$93.70 ,114633,Fixed Deposit,"$2,354.97 ","$47,099.35 ",Matured,5-years
ZUBV47981067889623,GB18JMQK39882787756372,16-12-2007,$223.28 ,13445,Fixed Deposit,$2.62 ,$52.43 ,Matured,4-years
IZGZ03332325215746,GB74FSWJ24258569811367,8/12/1988,$4.95 ,13445,Fixed Deposit,$0.49 ,$9.71 ,Matured,5-years
VZRC43781699832530,GB65ZGNG50609835589581,8/2/1970,$3.73 ,22192,Fixed Deposit,$0.22 ,$4.43 ,Pre-Matured,5-years
BRUF34952080604578,GB58OJNQ03716029053989,27-06-2016,"$85,426.49 ",22192,Fixed Deposit,$1.43 ,$28.50 ,Loan against TD,3-years
BKLR58074880115413,GB43SEZS84833910845859,5/11/2002,$4.78 ,15154,Recurring Deposit,$1.44 ,$28.77 ,Pre-Matured,3-years
OQQM54996134948793,GB07QYDZ87499621477263,11/1/1983,$189.89 ,55160,Recurring Deposit,$14.29 ,$285.88 ,Loan against TD,4-years
PZLM47789370882640,GB37PJTG99040442496142,29-11-1988,$22.19 ,55160,Fixed Deposit,"$4,795.33 ","$95,906.62 ",Matured,2-years
CKNY18117371887525,GB12JKAZ13415987984749,28-09-1994,$9.08 ,75299,Fixed Deposit,$15.06 ,$301.24 ,Pre-Matured,5-years
WQXA12726082457755,GB69UFBN59474109876851,3/12/1986,"$34,878.84 ",133609,Fixed Deposit,$44.23 ,$884.55 ,Matured,4-years
CBFD08106547992883,GB15WMYN51448827412781,23-07-2021,$32.32 ,133609,Fixed Deposit,$0.30 ,$5.98 ,Pre-Matured,4-years
DLEW65418753875357,GB35EXLO10273190125980,26-05-1979,$260.96 ,39247,Recurring Deposit,$2.69 ,$53.88 ,Pre-Matured,2-years
KXIX24275297058968,GB47GFZC00217074877872,8/1/1978,"$94,408.85 ",39247,Recurring Deposit,$431.58 ,"$8,631.60 ",Loan against TD,5-years
ANET23144211080513,GB82DFZF62846725469549,15-01-2002,$683.05 ,28210,Fixed Deposit,$3.00 ,$59.96 ,Matured,2-years
BXWM35566834301246,GB29BHVG41892395485949,10/8/1979,"$40,240.55 ",12060,Fixed Deposit,$0.45 ,$9.03 ,Loan against TD,4-years
QUVL93108647600034,GB78AFHL85635788928242,21-02-2005,$826.31 ,12060,Recurring Deposit,$44.99 ,$899.86 ,Pre-Matured,4-years
BCOZ91718567176321,GB79CVYP24418517512938,22-10-2015,$85.41 ,199000,Fixed Deposit,$4.53 ,$90.57 ,Pre-Matured,5-years
BBTB15159738875836,GB32ZMKU79288948509750,1/9/1999,"$4,045.61 ",199000,Fixed Deposit,$24.19 ,$483.74 ,Matured,4-years
OSHM01373780698742,GB92OTFT56328419044591,21-04-2023,"$4,832.35 ",82520,Recurring Deposit,$218.54 ,"$4,370.76 ",Pre-Matured,1-year
GXJN31845807497736,GB22KAPG66721239525647,2/9/2026,"$83,429.56 ",7292,Recurring Deposit,$0.03 ,$0.63 ,Pre-Matured,3-years
KYOO94633288092350,GB52KTER52833274804545,7/9/1995,$82.56 ,75368,Fixed Deposit,$0.17 ,$3.43 ,Matured,5-years
UQJZ66215315363167,GB87GNVU40928670251080,10/10/2007,"$9,299.08 ",35040,Recurring Deposit,$0.29 ,$5.88 ,Loan against TD,5-years
YLOE91808396833234,GB77EBBW36548627247131,19-01-2022,$868.59 ,35040,Recurring Deposit,$0.43 ,$8.63 ,Loan against TD,3-years
NZYU17313933238907,GB78EBEC33057580549049,7/7/1980,$431.59 ,68327,Fixed Deposit,$0.42 ,$8.43 ,Pre-Matured,1-year
OUTZ01513605117359,GB88QWOE63233724406180,10/11/2014,$842.04 ,185091,Recurring Deposit,$1.12 ,$22.40 ,Matured,5-years
LUYH21388167487414,GB08HGZM61306306309829,12/12/1991,"$4,499.99 ",125194,Recurring Deposit,$1.34 ,$26.81 ,Loan against TD,2-years
GMKB68094248855054,GB19YFBW59319142107980,11/2/1989,$4.22 ,125194,Recurring Deposit,$418.42 ,"$8,368.44 ",Matured,5-years
MURM22572232325584,GB64AMBM43918705014213,4/2/2010,"$3,868.71 ",138135,Recurring Deposit,$0.41 ,$8.21 ,Pre-Matured,2-years
ITTX77795463424271,GB40KZLS81418535801884,24-12-2023,$506.36 ,138135,Fixed Deposit,$3.65 ,$73.00 ,Matured,1-year
VVJT23629458784102,GB53TXPS83141566560017,5/2/1981,"$86,324.59 ",116275,Recurring Deposit,$3.55 ,$70.96 ,Loan against TD,3-years
KSCB84414129400013,GB02HMPU30941343003380,3/7/1973,"$4,086.75 ",116275,Recurring Deposit,$2.95 ,$58.95 ,Matured,4-years
NAIE29120909856085,GB22PYQR19562472166133,6/1/1999,$5.17 ,61026,Recurring Deposit,"$2,885.38 ","$57,707.56 ",Pre-Matured,2-years
LCVI84730772682300,GB15QYLQ38240932599948,5/12/2002,$1.01 ,23998,Recurring Deposit,$0.45 ,$8.98 ,Loan against TD,1-year
KULA24692507041305,GB58LKTT87172361445077,26-12-2001,$2.80 ,23998,Fixed Deposit,$433.63 ,"$8,672.64 ",Loan against TD,4-years
YWJT22258406072955,GB89NDZJ93789733249029,10/5/1996,"$56,164.59 ",59044,Recurring Deposit,$0.28 ,$5.57 ,Loan against TD,4-years
TFAH66041961434817,GB02KOFH18964991324271,24-04-1983,"$9,532.68 ",178389,Fixed Deposit,"$1,921.01 ","$38,420.27 ",Loan against TD,5-years
ZFDN57249916657613,GB72YHCW46257237801887,16-12-2009,$630.05 ,74630,Fixed Deposit,$0.42 ,$8.38 ,Loan against TD,2-years
GPOE04939519532238,GB67VSZV15882453711068,15-04-2005,$86.34 ,162694,Fixed Deposit,$8.23 ,$164.53 ,Pre-Matured,1-year
IHQH82056382052794,GB03GQBD55472474698887,23-05-1987,$0.87 ,193672,Recurring Deposit,"$4,119.98 ","$82,399.55 ",Loan against TD,2-years
NKAL18467067296163,GB80QXZH27767971060135,30-10-1992,"$3,804.66 ",193672,Fixed Deposit,"$3,668.58 ","$73,371.51 ",Matured,2-years
JCNS17081878940604,GB18RPQR44035276135858,13-04-2000,$94.20 ,188727,Recurring Deposit,"$3,124.92 ","$62,498.34 ",Matured,1-year
DFWF32934020203189,GB07LTGI34615249711317,18-08-2016,$8.98 ,188727,Recurring Deposit,$0.33 ,$6.67 ,Matured,4-years
SSSO33043093274493,GB54BTAV50773454998616,13-03-2004,"$1,564.78 ",82599,Recurring Deposit,$0.21 ,$4.18 ,Loan against TD,2-years
DSNM76840710160727,GB85OGLZ12403250175400,24-03-1999,"$16,641.42 ",35069,Recurring Deposit,$49.49 ,$989.86 ,Loan against TD,5-years
YJPS54613888190345,GB88LUVI52275725797440,18-09-2021,$40.38 ,35069,Fixed Deposit,$991.04 ,"$19,820.80 ",Matured,3-years
IAFO69829441320136,GB31KXSK17896126184449,11/2/2017,"$90,667.48 ",107522,Recurring Deposit,$49.56 ,$991.29 ,Matured,3-years
AZAD46728811590219,GB13ISCV13940559238746,6/1/2013,$4.80 ,186966,Recurring Deposit,"$2,942.43 ","$58,848.53 ",Pre-Matured,4-years
XQQL04435711023860,GB17WBTM38927833583559,4/1/1970,$8.33 ,186966,Recurring Deposit,$2.16 ,$43.12 ,Pre-Matured,5-years
XJBD89079091567564,GB05FRLF16466140777472,11/1/2008,$3.33 ,146383,Fixed Deposit,"$4,199.64 ","$83,992.72 ",Pre-Matured,2-years
ZZUB87367043749284,GB66DQHT53059110843427,9/1/1978,$5.25 ,146383,Recurring Deposit,$3.59 ,$71.77 ,Loan against TD,3-years
CUXE94953392164839,GB68QCOB72432196007246,12/1/1989,"$7,292.43 ",90357,Fixed Deposit,"$3,012.11 ","$60,242.16 ",Pre-Matured,3-years
HBYS48222160479902,GB27GUIG06226916584157,9/1/2022,$57.51 ,11505,Recurring Deposit,$0.49 ,$9.72 ,Loan against TD,3-years
QPEY44501978829906,GB06ASUS58712984166760,5/9/1981,$498.79 ,153042,Fixed Deposit,$28.02 ,$560.36 ,Pre-Matured,5-years
